longitude,latitude
-129.4644,-28.4600
-129.4405,-28.4370
-129.4167,-28.4141
-129.4167,-28.4141
-129.3928,-28.3912
-129.3690,-28.3683
-129.3452,-28.3453
-129.3452,-28.3453
-129.3214,-28.3224
-129.2976,-28.2995
-129.2738,-28.2765
-129.2738,-28.2765
-129.2500,-28.2536
-129.2263,-28.2307
-129.2025,-28.2077
-129.2025,-28.2077
-129.1788,-28.1847
-129.1551,-28.1618
-129.1314,-28.1388
-129.1314,-28.1388
-129.1077,-28.1158
-129.0840,-28.0928
-129.0603,-28.0698
-129.0603,-28.0698
-129.0366,-28.0468
-129.0129,-28.0238
-128.9893,-28.0008
-128.9893,-28.0008
-128.9657,-27.9778
-128.9420,-27.9548
-128.9184,-27.9318
-128.9184,-27.9318
-128.8948,-27.9088
-128.8712,-27.8858
-128.8712,-27.8858
-128.8476,-27.8627
-128.8240,-27.8397
-128.8002,-27.8164
-128.8002,-27.8164
-128.7767,-27.7934
-128.7532,-27.7703
-128.7296,-27.7473
-128.7296,-27.7473
-128.7061,-27.7242
-128.6826,-27.7012
-128.6591,-27.6781
-128.6591,-27.6781
-128.6356,-27.6550
-128.6121,-27.6319
-128.5887,-27.6089
-128.5887,-27.6089
-128.5652,-27.5857
-128.5417,-27.5626
-128.5183,-27.5396
-128.5183,-27.5396
-128.4949,-27.5165
-128.4715,-27.4934
-128.4715,-27.4934
-128.4481,-27.4702
-128.4247,-27.4471
-128.4013,-27.4240
-128.4013,-27.4240
-128.3779,-27.4009
-128.3545,-27.3777
-128.3312,-27.3546
-128.3312,-27.3546
-128.3078,-27.3314
-128.2844,-27.3082
-128.2611,-27.2851
-128.2378,-27.2619
-128.2378,-27.2619
-128.2145,-27.2387
-128.1912,-27.2155
-128.1912,-27.2155
-128.1679,-27.1923
-128.1446,-27.1692
-128.1214,-27.1460
-128.1214,-27.1460
-128.0981,-27.1228
-128.0749,-27.0996
-128.0517,-27.0764
-128.0517,-27.0764
-128.0284,-27.0532
-128.0052,-27.0300
-127.9820,-27.0068
-127.9820,-27.0068
-127.9589,-26.9836
-127.9357,-26.9604
-127.9125,-26.9372
-127.9125,-26.9372
-127.8894,-26.9139
-127.8662,-26.8907
-127.8431,-26.8675
-127.8431,-26.8675
-127.8200,-26.8442
-127.7969,-26.8210
-127.7737,-26.7977
-127.7737,-26.7977
-127.7507,-26.7745
-127.7276,-26.7512
-127.7276,-26.7512
-127.7045,-26.7280
-127.6815,-26.7047
-127.6584,-26.6814
-127.6584,-26.6814
-127.6354,-26.6582
-127.6124,-26.6349
-127.5893,-26.6116
-127.5893,-26.6116
-127.5663,-26.5883
-127.5433,-26.5650
-127.5203,-26.5417
-127.5203,-26.5417
-127.4973,-26.5184
-127.4744,-26.4951
-127.4514,-26.4718
-127.4514,-26.4718
-127.4285,-26.4484
-127.4055,-26.4251
-127.3826,-26.4018
-127.3826,-26.4018
-127.3597,-26.3785
-127.3368,-26.3551
-127.3139,-26.3318
-127.3139,-26.3318
-127.2910,-26.3085
-127.2681,-26.2851
-127.2681,-26.2851
-127.2453,-26.2618
-127.2224,-26.2384
-127.1996,-26.2151
-127.1996,-26.2151
-127.1767,-26.1917
-127.1539,-26.1683
-127.1310,-26.1449
-127.1310,-26.1449
-127.1082,-26.1215
-127.0854,-26.0982
-127.0626,-26.0748
-127.0626,-26.0748
-127.0399,-26.0514
-127.0171,-26.0280
-126.9943,-26.0046
-126.9943,-26.0046
-126.9716,-25.9812
-126.9488,-25.9578
-126.9261,-25.9344
-126.9261,-25.9344
-126.9034,-25.9110
-126.8807,-25.8875
-126.8580,-25.8641
-126.8580,-25.8641
-126.8353,-25.8407
-126.8126,-25.8173
-126.7899,-25.7938
-126.7899,-25.7938
-126.7673,-25.7704
-126.7446,-25.7469
-126.7220,-25.7235
-126.7220,-25.7235
-126.6994,-25.7000
-126.6768,-25.6766
-126.6768,-25.6766
-126.6541,-25.6531
-126.6315,-25.6296
-126.6089,-25.6062
-126.6089,-25.6062
-126.5864,-25.5827
-126.5638,-25.5592
-126.5412,-25.5357
-126.5412,-25.5357
-126.5187,-25.5123
-126.4962,-25.4888
-126.4736,-25.4653
-126.4736,-25.4653
-126.4511,-25.4418
-126.4286,-25.4183
-126.4061,-25.3948
-126.4061,-25.3948
-126.3836,-25.3713
-126.3611,-25.3477
-126.3386,-25.3242
-126.3386,-25.3242
-126.3162,-25.3007
-126.2937,-25.2772
-126.2937,-25.2772
-126.2713,-25.2536
-126.2488,-25.2301
-126.2264,-25.2065
-126.2264,-25.2065
-126.2039,-25.1830
-126.1815,-25.1594
-126.1591,-25.1359
-126.1591,-25.1359
-126.1367,-25.1123
-126.1143,-25.0888
-126.0920,-25.0652
-126.0920,-25.0652
-126.0696,-25.0416
-126.0473,-25.0181
-126.0249,-24.9945
-126.0249,-24.9945
-126.0026,-24.9709
-125.9803,-24.9473
-125.9579,-24.9237
-125.9579,-24.9237
-125.9356,-24.9001
-125.9133,-24.8765
-125.9133,-24.8765
-125.8910,-24.8529
-125.8687,-24.8293
-125.8465,-24.8057
-125.8465,-24.8057
-125.8242,-24.7821
-125.8020,-24.7585
-125.7797,-24.7348
-125.7797,-24.7348
-125.7575,-24.7112
-125.7353,-24.6876
-125.7130,-24.6639
-125.7130,-24.6639
-125.6908,-24.6403
-125.6686,-24.6167
-125.6465,-24.5930
-125.6465,-24.5930
-125.6243,-24.5694
-125.6021,-24.5457
-125.5799,-24.5220
-125.5799,-24.5220
-125.5578,-24.4984
-125.5356,-24.4747
-125.5356,-24.4747
-125.5135,-24.4510
-125.4914,-24.4274
-125.4693,-24.4037
-125.4693,-24.4037
-125.4471,-24.3800
-125.4251,-24.3563
-125.4030,-24.3326
-125.4030,-24.3326
-125.3809,-24.3090
-125.3588,-24.2853
-125.3368,-24.2615
-125.3368,-24.2615
-125.3147,-24.2379
-125.2927,-24.2141
-125.2707,-24.1904
-125.2707,-24.1904
-125.2486,-24.1667
-125.2266,-24.1430
-125.2046,-24.1193
-125.2046,-24.1193
-125.1826,-24.0955
-125.1606,-24.0718
-125.1386,-24.0481
-125.1386,-24.0481
-125.1166,-24.0243
-125.0947,-24.0006
-125.0727,-23.9768
-125.0727,-23.9768
-125.0508,-23.9531
-125.0288,-23.9293
-125.0069,-23.9055
-125.0069,-23.9055
-124.9850,-23.8818
-124.9630,-23.8580
-124.9411,-23.8342
-124.9411,-23.8342
-124.9192,-23.8104
-124.8973,-23.7866
-124.8755,-23.7628
-124.8755,-23.7628
-124.8536,-23.7391
-124.8317,-23.7153
-124.8317,-23.7153
-124.8099,-23.6915
-124.7880,-23.6677
-124.7662,-23.6439
-124.7662,-23.6439
-124.7444,-23.6201
-124.7226,-23.5963
-124.7008,-23.5725
-124.7008,-23.5725
-124.6790,-23.5486
-124.6572,-23.5248
-124.6354,-23.5010
-124.6354,-23.5010
-124.6136,-23.4772
-124.5919,-23.4534
-124.5702,-23.4296
-124.5702,-23.4296
-124.5484,-23.4057
-124.5267,-23.3819
-124.5049,-23.3580
-124.5049,-23.3580
-124.4832,-23.3342
-124.4615,-23.3103
-124.4398,-23.2865
-124.4398,-23.2865
-124.4181,-23.2626
-124.3964,-23.2388
-124.3748,-23.2149
-124.3748,-23.2149
-124.3531,-23.1910
-124.3314,-23.1672
-124.3098,-23.1433
-124.3098,-23.1433
-124.2881,-23.1194
-124.2665,-23.0955
-124.2449,-23.0716
-124.2449,-23.0716
-124.2232,-23.0477
-124.2016,-23.0239
-124.1801,-23.0000
-124.1801,-23.0000
-124.1584,-22.9760
-124.1368,-22.9521
-124.1153,-22.9282
-124.1153,-22.9282
-124.0937,-22.9043
-124.0721,-22.8804
-124.0721,-22.8804
-124.0506,-22.8565
-124.0290,-22.8325
-124.0075,-22.8086
-124.0075,-22.8086
-123.9860,-22.7847
-123.9645,-22.7608
-123.9430,-22.7368
-123.9430,-22.7368
-123.9215,-22.7129
-123.9000,-22.6890
-123.8785,-22.6650
-123.8785,-22.6650
-123.8570,-22.6411
-123.8356,-22.6171
-123.8141,-22.5931
-123.8141,-22.5931
-123.7926,-22.5692
-123.7712,-22.5452
-123.7498,-22.5213
-123.7498,-22.5213
-123.7283,-22.4973
-123.7069,-22.4733
-123.6855,-22.4493
-123.6855,-22.4493
-123.6641,-22.4254
-123.6427,-22.4014
-123.6214,-22.3774
-123.6214,-22.3774
-123.6000,-22.3534
-123.5786,-22.3294
-123.5786,-22.3294
-123.5572,-22.3054
-123.5358,-22.2814
-123.5145,-22.2573
-123.5145,-22.2573
-123.4932,-22.2334
-123.4718,-22.2094
-123.4505,-22.1853
-123.4505,-22.1853
-123.4292,-22.1613
-123.4079,-22.1373
-123.3865,-22.1132
-123.3865,-22.1132
-123.3653,-22.0892
-123.3440,-22.0652
-123.3227,-22.0411
-123.3227,-22.0411
-123.3014,-22.0171
-123.2802,-21.9930
-123.2589,-21.9690
-123.2589,-21.9690
-123.2377,-21.9450
-123.2164,-21.9209
-123.1952,-21.8969
-123.1952,-21.8969
-123.1740,-21.8728
-123.1528,-21.8488
-123.1316,-21.8247
-123.1316,-21.8247
-123.1104,-21.8006
-123.0892,-21.7765
-123.0892,-21.7765
-123.0680,-21.7525
-123.0469,-21.7284
-123.0257,-21.7042
-123.0257,-21.7042
-123.0045,-21.6801
-122.9833,-21.6560
-122.9622,-21.6320
-122.9622,-21.6320
-122.9410,-21.6078
-122.9199,-21.5837
-122.8988,-21.5597
-122.8988,-21.5597
-122.8777,-21.5356
-122.8566,-21.5115
-122.8355,-21.4873
-122.8355,-21.4873
-122.8144,-21.4632
-122.7933,-21.4391
-122.7723,-21.4150
-122.7723,-21.4150
-122.7512,-21.3909
-122.7301,-21.3667
-122.7091,-21.3426
-122.7091,-21.3426
-122.6880,-21.3185
-122.6670,-21.2943
-122.6460,-21.2702
-122.6460,-21.2702
-122.6249,-21.2460
-122.6039,-21.2219
-122.5829,-21.1977
-122.5829,-21.1977
-122.5619,-21.1736
-122.5409,-21.1494
-122.5409,-21.1494
-122.5200,-21.1253
-122.4990,-21.1011
-122.4780,-21.0770
-122.4780,-21.0770
-122.4571,-21.0528
-122.4361,-21.0286
-122.4152,-21.0044
-122.4152,-21.0044
-122.3943,-20.9803
-122.3733,-20.9561
-122.3524,-20.9319
-122.3524,-20.9319
-122.3315,-20.9077
-122.3106,-20.8835
-122.2897,-20.8593
-122.2897,-20.8593
-122.2688,-20.8351
-122.2479,-20.8109
-122.2271,-20.7868
-122.2271,-20.7868
-122.2062,-20.7625
-122.1853,-20.7383
-122.1645,-20.7141
-122.1645,-20.7141
-122.1436,-20.6899
-122.1228,-20.6657
-122.1019,-20.6415
-122.1019,-20.6415
-122.0811,-20.6172
-122.0603,-20.5930
-122.0395,-20.5688
-122.0395,-20.5688
-122.0187,-20.5445
-121.9979,-20.5203
-121.9979,-20.5203
-121.9771,-20.4961
-121.9563,-20.4718
-121.9355,-20.4476
-121.9355,-20.4476
-121.9148,-20.4233
-121.8940,-20.3991
-121.8732,-20.3748
-121.8732,-20.3748
-121.8525,-20.3506
-121.8318,-20.3263
-121.8110,-20.3020
-121.8110,-20.3020
-121.7903,-20.2778
-121.7696,-20.2535
-121.7489,-20.2292
-121.7489,-20.2292
-121.7282,-20.2050
-121.7075,-20.1807
-121.6868,-20.1564
-121.6868,-20.1564
-121.6661,-20.1321
-121.6454,-20.1078
-121.6454,-20.1078
-121.6247,-20.0835
-121.6040,-20.0592
-121.5834,-20.0349
-121.5834,-20.0349
-121.5627,-20.0106
-121.5421,-19.9863
-121.5215,-19.9620
-121.5215,-19.9620
-121.5008,-19.9377
-121.4802,-19.9133
-121.4596,-19.8890
-121.4596,-19.8890
-121.4390,-19.8647
-121.4184,-19.8404
-121.3978,-19.8161
-121.3978,-19.8161
-121.3772,-19.7917
-121.3566,-19.7674
-121.3360,-19.7431
-121.3360,-19.7431
-121.3155,-19.7187
-121.2949,-19.6944
-121.2949,-19.6944
-121.2744,-19.6700
-121.2538,-19.6457
-121.2333,-19.6214
-121.2333,-19.6214
-121.2128,-19.5970
-121.1922,-19.5727
-121.1717,-19.5483
-121.1717,-19.5483
-121.1512,-19.5239
-121.1307,-19.4996
-121.1102,-19.4752
-121.1102,-19.4752
-121.0897,-19.4508
-121.0692,-19.4265
-121.0487,-19.4021
-121.0487,-19.4021
-121.0283,-19.3777
-121.0078,-19.3533
-120.9873,-19.3289
-120.9873,-19.3289
-120.9669,-19.3046
-120.9465,-19.2802
-120.9260,-19.2558
-120.9260,-19.2558
-120.9056,-19.2314
-120.8851,-19.2070
-120.8647,-19.1826
-120.8647,-19.1826
-120.8443,-19.1582
-120.8239,-19.1338
-120.8239,-19.1338
-120.8035,-19.1094
-120.7831,-19.0849
-120.7627,-19.0605
-120.7627,-19.0605
-120.7424,-19.0361
-120.7220,-19.0117
-120.7016,-18.9873
-120.7016,-18.9873
-120.6812,-18.9628
-120.6609,-18.9384
-120.6406,-18.9140
-120.6406,-18.9140
-120.6202,-18.8895
-120.5999,-18.8651
-120.5796,-18.8407
-120.5796,-18.8407
-120.5592,-18.8162
-120.5389,-18.7918
-120.5186,-18.7673
-120.5186,-18.7673
-120.4983,-18.7428
-120.4780,-18.7184
-120.4577,-18.6939
-120.4577,-18.6939
-120.4374,-18.6695
-120.4171,-18.6450
-120.3969,-18.6205
-120.3969,-18.6205
-120.3766,-18.5961
-120.3563,-18.5716
-120.3563,-18.5716
-120.3361,-18.5471
-120.3158,-18.5226
-120.2956,-18.4981
-120.2956,-18.4981
-120.2754,-18.4737
-120.2551,-18.4492
-120.2349,-18.4247
-120.2349,-18.4247
-120.2147,-18.4002
-120.1945,-18.3757
-120.1743,-18.3512
-120.1743,-18.3512
-120.1541,-18.3267
-120.1340,-18.3023
-120.1138,-18.2778
-120.1138,-18.2778
-120.0936,-18.2533
-120.0734,-18.2287
-120.0533,-18.2042
-120.0533,-18.2042
-120.0331,-18.1797
-120.0130,-18.1552
-119.9928,-18.1307
-119.9928,-18.1307
-119.9727,-18.1062
-119.9526,-18.0817
-119.9324,-18.0571
-119.9324,-18.0571
-119.9123,-18.0326
-119.8922,-18.0081
-119.8922,-18.0081
-119.8721,-17.9835
-119.8520,-17.9590
-119.8319,-17.9345
-119.8118,-17.9100
-119.8118,-17.9100
-119.7918,-17.8854
-119.7717,-17.8609
-119.7717,-17.8609
-119.7516,-17.8363
-119.7316,-17.8118
-119.7115,-17.7872
-119.7115,-17.7872
-119.6915,-17.7627
-119.6714,-17.7381
-119.6514,-17.7136
-119.6514,-17.7136
-119.6314,-17.6890
-119.6114,-17.6645
-119.5914,-17.6399
-119.5914,-17.6399
-119.5714,-17.6154
-119.5514,-17.5908
-119.5314,-17.5662
-119.5314,-17.5662
-119.5114,-17.5416
-119.4914,-17.5171
-119.4713,-17.4924
-119.4713,-17.4924
-119.4513,-17.4678
-119.4313,-17.4432
-119.4114,-17.4186
-119.4114,-17.4186
-119.3915,-17.3941
-119.3715,-17.3695
-119.3715,-17.3695
-119.3515,-17.3449
-119.3316,-17.3203
-119.3117,-17.2957
-119.3117,-17.2957
-119.2917,-17.2711
-119.2718,-17.2465
-119.2519,-17.2219
-119.2519,-17.2219
-119.2320,-17.1972
-119.2121,-17.1726
-119.1922,-17.1480
-119.1922,-17.1480
-119.1723,-17.1234
-119.1524,-17.0988
-119.1325,-17.0742
-119.1325,-17.0742
-119.1127,-17.0496
-119.0928,-17.0250
-119.0730,-17.0003
-119.0730,-17.0003
-119.0531,-16.9757
-119.0332,-16.9511
-119.0134,-16.9264
-119.0134,-16.9264
-118.9935,-16.9018
-118.9737,-16.8772
-118.9737,-16.8772
-118.9539,-16.8525
-118.9341,-16.8279
-118.9142,-16.8032
-118.9142,-16.8032
-118.8944,-16.7786
-118.8746,-16.7539
-118.8548,-16.7293
-118.8548,-16.7293
-118.8350,-16.7046
-118.8152,-16.6800
-118.7955,-16.6553
-118.7955,-16.6553
-118.7757,-16.6306
-118.7559,-16.6060
-118.7361,-16.5813
-118.7361,-16.5813
-118.7164,-16.5566
-118.6966,-16.5320
-118.6769,-16.5073
-118.6769,-16.5073
-118.6571,-16.4826
-118.6374,-16.4580
-118.6177,-16.4333
-118.6177,-16.4333
-118.5979,-16.4086
-118.5782,-16.3839
-118.5585,-16.3592
-118.5585,-16.3592
-118.5387,-16.3345
-118.5190,-16.3098
-118.4993,-16.2851
-118.4993,-16.2851
-118.4796,-16.2604
-118.4599,-16.2356
-118.4402,-16.2109
-118.4402,-16.2109
-118.4205,-16.1862
-118.4009,-16.1615
-118.3812,-16.1368
-118.3812,-16.1368
-118.3616,-16.1121
-118.3419,-16.0874
-118.3222,-16.0627
-118.3222,-16.0627
-118.3026,-16.0380
-118.2829,-16.0132
-118.2633,-15.9885
-118.2633,-15.9885
-118.2436,-15.9637
-118.2240,-15.9390
-118.2044,-15.9143
-118.2044,-15.9143
-118.1848,-15.8895
-118.1651,-15.8648
-118.1651,-15.8648
-118.1455,-15.8400
-118.1259,-15.8153
-118.1063,-15.7905
-118.1063,-15.7905
-118.0867,-15.7657
-118.0671,-15.7410
-118.0475,-15.7163
-118.0475,-15.7163
-118.0280,-15.6915
-118.0084,-15.6668
-117.9888,-15.6420
-117.9888,-15.6420
-117.9693,-15.6173
-117.9497,-15.5925
-117.9302,-15.5677
-117.9302,-15.5677
-117.9106,-15.5430
-117.8910,-15.5181
-117.8715,-15.4934
-117.8715,-15.4934
-117.8520,-15.4686
-117.8324,-15.4438
-117.8129,-15.4190
-117.8129,-15.4190
-117.7934,-15.3943
-117.7739,-15.3695
-117.7544,-15.3447
-117.7544,-15.3447
-117.7349,-15.3200
-117.7154,-15.2952
-117.7154,-15.2952
-117.6960,-15.2704
-117.6765,-15.2456
-117.6570,-15.2208
-117.6570,-15.2208
-117.6375,-15.1960
-117.6181,-15.1712
-117.5986,-15.1464
-117.5986,-15.1464
-117.5792,-15.1216
-117.5597,-15.0968
-117.5402,-15.0720
-117.5402,-15.0720
-117.5208,-15.0472
-117.5014,-15.0224
-117.4819,-14.9976
-117.4819,-14.9976
-117.4625,-14.9728
-117.4431,-14.9480
-117.4237,-14.9232
-117.4237,-14.9232
-117.4043,-14.8984
-117.3849,-14.8735
-117.3655,-14.8487
-117.3655,-14.8487
-117.3461,-14.8239
-117.3267,-14.7991
-117.3073,-14.7743
-117.3073,-14.7743
-117.2880,-14.7495
-117.2686,-14.7246
-117.2492,-14.6998
-117.2492,-14.6998
-117.2299,-14.6750
-117.2105,-14.6501
-117.2105,-14.6501
-117.1912,-14.6253
-117.1718,-14.6004
-117.1524,-14.5756
-117.1524,-14.5756
-117.1331,-14.5508
-117.1138,-14.5259
-117.0944,-14.5011
-117.0944,-14.5011
-117.0751,-14.4762
-117.0558,-14.4514
-117.0365,-14.4265
-117.0365,-14.4265
-117.0172,-14.4017
-116.9979,-14.3768
-116.9785,-14.3519
-116.9785,-14.3519
-116.9592,-14.3271
-116.9399,-14.3022
-116.9207,-14.2773
-116.9207,-14.2773
-116.9014,-14.2525
-116.8821,-14.2276
-116.8821,-14.2276
-116.8628,-14.2027
-116.8436,-14.1779
-116.8243,-14.1530
-116.8243,-14.1530
-116.8050,-14.1281
-116.7858,-14.1033
-116.7666,-14.0784
-116.7666,-14.0784
-116.7473,-14.0535
-116.7280,-14.0286
-116.7088,-14.0037
-116.7088,-14.0037
-116.6896,-13.9789
-116.6704,-13.9540
-116.6511,-13.9291
-116.6511,-13.9291
-116.6319,-13.9042
-116.6127,-13.8793
-116.5935,-13.8544
-116.5935,-13.8544
-116.5743,-13.8295
-116.5551,-13.8046
-116.5359,-13.7797
-116.5359,-13.7797
-116.5167,-13.7548
-116.4975,-13.7299
-116.4783,-13.7050
-116.4783,-13.7050
-116.4592,-13.6801
-116.4400,-13.6551
-116.4208,-13.6302
-116.4208,-13.6302
-116.4017,-13.6053
-116.3825,-13.5804
-116.3825,-13.5804
-116.3634,-13.5555
-116.3442,-13.5306
-116.3251,-13.5057
-116.3251,-13.5057
-116.3059,-13.4807
-116.2868,-13.4558
-116.2677,-13.4309
-116.2677,-13.4309
-116.2485,-13.4060
-116.2294,-13.3810
-116.2103,-13.3561
-116.2103,-13.3561
-116.1912,-13.3311
-116.1721,-13.3062
-116.1530,-13.2813
-116.1530,-13.2813
-116.1339,-13.2564
-116.1148,-13.2314
-116.0957,-13.2065
-116.0957,-13.2065
-116.0766,-13.1815
-116.0575,-13.1566
-116.0384,-13.1317
-116.0384,-13.1317
-116.0194,-13.1067
-116.0003,-13.0817
-116.0003,-13.0817
-115.9812,-13.0568
-115.9621,-13.0318
-115.9431,-13.0069
-115.9431,-13.0069
-115.9240,-12.9819
-115.9050,-12.9569
-115.8859,-12.9320
-115.8859,-12.9320
-115.8669,-12.9070
-115.8478,-12.8820
-115.8288,-12.8571
-115.8288,-12.8571
-115.8098,-12.8321
-115.7908,-12.8071
-115.7706,-12.7806
-115.7706,-12.7806
-115.7515,-12.7556
-115.7325,-12.7306
-115.7135,-12.7056
-115.7135,-12.7056
-115.6945,-12.6807
-115.6755,-12.6557
-115.6565,-12.6307
-115.6565,-12.6307
-115.6375,-12.6056
-115.6185,-12.5806
-115.5995,-12.5556
-115.5995,-12.5556
-115.5804,-12.5306
-115.5614,-12.5056
-115.5425,-12.4806
-115.5425,-12.4806
-115.5235,-12.4556
-115.5045,-12.4306
-115.4856,-12.4056
-115.4856,-12.4056
-115.4666,-12.3806
-115.4477,-12.3556
-115.4477,-12.3556
-115.4287,-12.3306
-115.4098,-12.3056
-115.3908,-12.2806
-115.3908,-12.2806
-115.3719,-12.2556
-115.3530,-12.2305
-115.3340,-12.2055
-115.3340,-12.2055
-115.3151,-12.1805
-115.2962,-12.1555
-115.2773,-12.1305
-115.2773,-12.1305
-115.2584,-12.1055
-115.2394,-12.0804
-115.2205,-12.0554
-115.2205,-12.0554
-115.2016,-12.0304
-115.1827,-12.0054
-115.1638,-11.9803
-115.1638,-11.9803
-115.1449,-11.9553
-115.1261,-11.9303
-115.1261,-11.9303
-115.1072,-11.9052
-115.0883,-11.8802
-115.0694,-11.8552
-115.0694,-11.8552
-115.0506,-11.8301
-115.0317,-11.8051
-115.0128,-11.7801
-115.0128,-11.7801
-114.9940,-11.7550
-114.9751,-11.7300
-114.9563,-11.7049
-114.9563,-11.7049
-114.9374,-11.6799
-114.9186,-11.6548
-114.8998,-11.6298
-114.8998,-11.6298
-114.8809,-11.6047
-114.8621,-11.5797
-114.8433,-11.5547
-114.8433,-11.5547
-114.8244,-11.5296
-114.8056,-11.5045
-114.7868,-11.4795
-114.7868,-11.4795
-114.7680,-11.4544
-114.7492,-11.4294
-114.7492,-11.4294
-114.7304,-11.4043
-114.7116,-11.3792
-114.6928,-11.3542
-114.6928,-11.3542
-114.6740,-11.3291
-114.6552,-11.3040
-114.6364,-11.2790
-114.6364,-11.2790
-114.6176,-11.2539
-114.5988,-11.2288
-114.5801,-11.2038
-114.5801,-11.2038
-114.5613,-11.1787
-114.5425,-11.1536
-114.5238,-11.1285
-114.5238,-11.1285
-114.5050,-11.1035
-114.4863,-11.0784
-114.4675,-11.0533
-114.4675,-11.0533
-114.4488,-11.0282
-114.4300,-11.0031
-114.4300,-11.0031
-114.4112,-10.9780
-114.3925,-10.9530
-114.3738,-10.9279
-114.3738,-10.9279
-114.3550,-10.9028
-114.3363,-10.8777
-114.3176,-10.8526
-114.3176,-10.8526
-114.2989,-10.8275
-114.2802,-10.8024
-114.2614,-10.7773
-114.2614,-10.7773
-114.2427,-10.7522
-114.2240,-10.7271
-114.2053,-10.7020
-114.2053,-10.7020
-114.1866,-10.6769
-114.1679,-10.6518
-114.1492,-10.6267
-114.1492,-10.6267
-114.1305,-10.6016
-114.1118,-10.5765
-114.0931,-10.5513
-114.0931,-10.5513
-114.0745,-10.5262
-114.0558,-10.5011
-114.0371,-10.4760
-114.0371,-10.4760
-114.0184,-10.4509
-113.9998,-10.4258
-113.9811,-10.4007
-113.9811,-10.4007
-113.9624,-10.3755
-113.9438,-10.3504
-113.9251,-10.3253
-113.9251,-10.3253
-113.9065,-10.3002
-113.8878,-10.2751
-113.8878,-10.2751
-113.8692,-10.2499
-113.8506,-10.2248
-113.8319,-10.1997
-113.8319,-10.1997
-113.8133,-10.1745
-113.7946,-10.1494
-113.7760,-10.1243
-113.7760,-10.1243
-113.7574,-10.0992
-113.7388,-10.0740
-113.7201,-10.0489
-113.7201,-10.0489
-113.7015,-10.0237
-113.6829,-9.9986
-113.6643,-9.9735
-113.6643,-9.9735
-113.6457,-9.9483
-113.6271,-9.9231
-113.6084,-9.8980
-113.6084,-9.8980
-113.5898,-9.8728
-113.5713,-9.8477
-113.5527,-9.8225
-113.5527,-9.8225
-113.5341,-9.7973
-113.5155,-9.7722
-113.4969,-9.7471
-113.4969,-9.7471
-113.4783,-9.7219
-113.4597,-9.6967
-113.4412,-9.6716
-113.4412,-9.6716
-113.4226,-9.6464
-113.4040,-9.6212
-113.4040,-9.6212
-113.3855,-9.5961
-113.3669,-9.5709
-113.3483,-9.5457
-113.3483,-9.5457
-113.3298,-9.5206
-113.3112,-9.4954
-113.2927,-9.4703
-113.2927,-9.4703
-113.2742,-9.4451
-113.2556,-9.4199
-113.2371,-9.3948
-113.2371,-9.3948
-113.2185,-9.3696
-113.2000,-9.3444
-113.1815,-9.3192
-113.1815,-9.3192
-113.1629,-9.2941
-113.1444,-9.2689
-113.1259,-9.2437
-113.1259,-9.2437
-113.1074,-9.2185
-113.0889,-9.1934
-113.0889,-9.1934
-113.0704,-9.1682
-113.0518,-9.1430
-113.0333,-9.1178
-113.0333,-9.1178
-113.0148,-9.0926
-112.9963,-9.0674
-112.9778,-9.0422
-112.9778,-9.0422
-112.9593,-9.0170
-112.9408,-8.9918
-112.9224,-8.9667
-112.9224,-8.9667
-112.9039,-8.9415
-112.8854,-8.9163
-112.8669,-8.8911
-112.8669,-8.8911
-112.8484,-8.8659
-112.8300,-8.8407
-112.8115,-8.8155
-112.8115,-8.8155
-112.7930,-8.7903
-112.7745,-8.7651
-112.7561,-8.7399
-112.7561,-8.7399
-112.7376,-8.7147
-112.7192,-8.6895
-112.7007,-8.6643
-112.7007,-8.6643
-112.6823,-8.6391
-112.6638,-8.6139
-112.6454,-8.5887
-112.6454,-8.5887
-112.6269,-8.5635
-112.6085,-8.5382
-112.6085,-8.5382
-112.5900,-8.5130
-112.5716,-8.4878
-112.5532,-8.4626
-112.5532,-8.4626
-112.5347,-8.4374
-112.5163,-8.4122
-112.4979,-8.3870
-112.4979,-8.3870
-112.4795,-8.3617
-112.4610,-8.3365
-112.4426,-8.3113
-112.4426,-8.3113
-112.4242,-8.2861
-112.4058,-8.2609
-112.3874,-8.2356
-112.3874,-8.2356
-112.3690,-8.2104
-112.3506,-8.1852
-112.3322,-8.1600
-112.3322,-8.1600
-112.3138,-8.1347
-112.2954,-8.1095
-112.2770,-8.0843
-112.2770,-8.0843
-112.2586,-8.0590
-112.2402,-8.0338
-112.2218,-8.0086
-112.2218,-8.0086
-112.2034,-7.9833
-112.1850,-7.9581
-112.1666,-7.9328
-112.1666,-7.9328
-112.1482,-7.9076
-112.1299,-7.8824
-112.1299,-7.8824
-112.1115,-7.8571
-112.0931,-7.8319
-112.0748,-7.8066
-112.0564,-7.7814
-112.0564,-7.7814
-112.0380,-7.7562
-112.0197,-7.7309
-112.0197,-7.7309
-112.0013,-7.7056
-111.9830,-7.6804
-111.9646,-7.6551
-111.9646,-7.6551
-111.9462,-7.6299
-111.9279,-7.6046
-111.9096,-7.5794
-111.9096,-7.5794
-111.8912,-7.5541
-111.8728,-7.5289
-111.8545,-7.5036
-111.8545,-7.5036
-111.8362,-7.4784
-111.8178,-7.4531
-111.7995,-7.4278
-111.7995,-7.4278
-111.7812,-7.4026
-111.7628,-7.3773
